Date,State/Territory,Barrels (Thousands)
9/1/2012,Tennessee,1
9/1/2012,Texas,2087
9/1/2012,U.S. Crude Oil ,6563
9/1/2012,Utah,88
9/1/2012,Virginia,0
9/1/2012,West Virginia,6
9/1/2012,Wyoming,160
10/1/2012,Alabama,27
10/1/2012,Alaska,547
10/1/2012,Arizona,0
10/1/2012,Arkansas,18
10/1/2012,California,543
10/1/2012,Colorado,154
10/1/2012,Federal Offshore Gulf of Mexico Crude Oil,1327
10/1/2012,Federal Offshore Pacific Crude Oil,52
10/1/2012,Florida,6
10/1/2012,Idaho,0
10/1/2012,Illinois,27
10/1/2012,Indiana,8
10/1/2012,Kansas,124
10/1/2012,Kentucky,7
10/1/2012,Louisiana,205
10/1/2012,Michigan,20
10/1/2012,Mississippi,69
10/1/2012,Missouri,1
10/1/2012,Montana,79
10/1/2012,Nebraska,9
10/1/2012,Nevada,1
10/1/2012,New Mexico,251
10/1/2012,New York,1
10/1/2012,North Dakota,747
10/1/2012,Ohio,14
10/1/2012,Oklahoma,285
10/1/2012,Pennsylvania,13
10/1/2012,South Dakota,5
10/1/2012,Tennessee,1
10/1/2012,Texas,2150
10/1/2012,U.S. Crude Oil ,6946
10/1/2012,Utah,89
10/1/2012,Virginia,0
10/1/2012,West Virginia,7
10/1/2012,Wyoming,160
11/1/2012,Alabama,28
11/1/2012,Alaska,553
11/1/2012,Arizona,0
11/1/2012,Arkansas,19
11/1/2012,California,539
11/1/2012,Colorado,160
11/1/2012,Federal Offshore Gulf of Mexico Crude Oil,1373
11/1/2012,Federal Offshore Pacific Crude Oil,55
11/1/2012,Florida,6
11/1/2012,Idaho,0
11/1/2012,Illinois,27
11/1/2012,Indiana,8
11/1/2012,Kansas,122
11/1/2012,Kentucky,6
11/1/2012,Louisiana,204
11/1/2012,Michigan,20
11/1/2012,Mississippi,69
11/1/2012,Missouri,1
11/1/2012,Montana,78
11/1/2012,Nebraska,8
11/1/2012,Nevada,1
11/1/2012,New Mexico,253
11/1/2012,New York,1
11/1/2012,North Dakota,733
11/1/2012,Ohio,14
11/1/2012,Oklahoma,265
11/1/2012,Pennsylvania,13
11/1/2012,South Dakota,5
11/1/2012,Tennessee,1
11/1/2012,Texas,2214
11/1/2012,U.S. Crude Oil ,7037
11/1/2012,Utah,90
11/1/2012,Virginia,0
11/1/2012,West Virginia,9
11/1/2012,Wyoming,162
12/1/2012,Alabama,28
12/1/2012,Alaska,556
12/1/2012,Arizona,0
12/1/2012,Arkansas,18
12/1/2012,California,534
12/1/2012,Colorado,161
12/1/2012,Federal Offshore Gulf of Mexico Crude Oil,1378
12/1/2012,Federal Offshore Pacific Crude Oil,45
12/1/2012,Florida,6
12/1/2012,Idaho,0
12/1/2012,Illinois,25
12/1/2012,Indiana,7
12/1/2012,Kansas,117
12/1/2012,Kentucky,9
12/1/2012,Louisiana,203
12/1/2012,Michigan,21
12/1/2012,Mississippi,68
12/1/2012,Missouri,1
12/1/2012,Montana,78
12/1/2012,Nebraska,8
12/1/2012,Nevada,1
12/1/2012,New Mexico,254
12/1/2012,New York,1
12/1/2012,North Dakota,765
12/1/2012,Ohio,14
12/1/2012,Oklahoma,287
12/1/2012,Pennsylvania,13
12/1/2012,South Dakota,5
12/1/2012,Tennessee,1
12/1/2012,Texas,2228
12/1/2012,U.S. Crude Oil ,7088
12/1/2012,Utah,86
12/1/2012,Virginia,0
12/1/2012,West Virginia,9
12/1/2012,Wyoming,162
1/1/2013,Alabama,29
1/1/2013,Alaska,549
1/1/2013,Arizona,0
1/1/2013,Arkansas,18
1/1/2013,California,534
1/1/2013,Colorado,157
1/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1332
1/1/2013,Federal Offshore Pacific Crude Oil,50
1/1/2013,Florida,6
1/1/2013,Idaho,0
1/1/2013,Illinois,26
1/1/2013,Indiana,7
1/1/2013,Kansas,128
1/1/2013,Kentucky,6
1/1/2013,Louisiana,198
1/1/2013,Michigan,22
1/1/2013,Mississippi,68
1/1/2013,Missouri,1
1/1/2013,Montana,77
1/1/2013,Nebraska,6
1/1/2013,Nevada,1
1/1/2013,New Mexico,254
1/1/2013,New York,1
1/1/2013,North Dakota,736
1/1/2013,Ohio,16
1/1/2013,Oklahoma,260
1/1/2013,Pennsylvania,13
1/1/2013,South Dakota,5
1/1/2013,Tennessee,1
1/1/2013,Texas,2271
1/1/2013,U.S. Crude Oil ,7025
1/1/2013,Utah,83
1/1/2013,Virginia,0
1/1/2013,West Virginia,11
1/1/2013,Wyoming,160
2/1/2013,Alabama,29
2/1/2013,Alaska,541
2/1/2013,Arizona,0
2/1/2013,Arkansas,19
2/1/2013,California,536
2/1/2013,Colorado,162
2/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1315
2/1/2013,Federal Offshore Pacific Crude Oil,52
2/1/2013,Florida,6
2/1/2013,Idaho,0
2/1/2013,Illinois,26
2/1/2013,Indiana,7
2/1/2013,Kansas,116
2/1/2013,Kentucky,7
2/1/2013,Louisiana,202
2/1/2013,Michigan,22
2/1/2013,Mississippi,68
2/1/2013,Missouri,1
2/1/2013,Montana,78
2/1/2013,Nebraska,7
2/1/2013,Nevada,1
2/1/2013,New Mexico,258
2/1/2013,New York,1
2/1/2013,North Dakota,778
2/1/2013,Ohio,16
2/1/2013,Oklahoma,279
2/1/2013,Pennsylvania,13
2/1/2013,South Dakota,5
2/1/2013,Tennessee,1
2/1/2013,Texas,2332
2/1/2013,U.S. Crude Oil ,7144
2/1/2013,Utah,88
2/1/2013,Virginia,0
2/1/2013,West Virginia,13
2/1/2013,Wyoming,166
3/1/2013,Alabama,29
3/1/2013,Alaska,533
3/1/2013,Arizona,0
3/1/2013,Arkansas,18
3/1/2013,California,545
3/1/2013,Colorado,164
3/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1255
3/1/2013,Federal Offshore Pacific Crude Oil,50
3/1/2013,Florida,6
3/1/2013,Idaho,0
3/1/2013,Illinois,26
3/1/2013,Indiana,7
3/1/2013,Kansas,132
3/1/2013,Kentucky,6
3/1/2013,Louisiana,198
3/1/2013,Michigan,21
3/1/2013,Mississippi,68
3/1/2013,Missouri,0
3/1/2013,Montana,80
3/1/2013,Nebraska,7
3/1/2013,Nevada,1
3/1/2013,New Mexico,259
3/1/2013,New York,1
3/1/2013,North Dakota,783
3/1/2013,Ohio,16
3/1/2013,Oklahoma,320
3/1/2013,Pennsylvania,13
3/1/2013,South Dakota,5
3/1/2013,Tennessee,1
3/1/2013,Texas,2384
3/1/2013,U.S. Crude Oil ,7208
3/1/2013,Utah,90
3/1/2013,Virginia,0
3/1/2013,West Virginia,15
3/1/2013,Wyoming,174
4/1/2013,Alabama,28
4/1/2013,Alaska,523
4/1/2013,Arizona,0
4/1/2013,Arkansas,18
4/1/2013,California,548
4/1/2013,Colorado,168
4/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1336
4/1/2013,Federal Offshore Pacific Crude Oil,52
4/1/2013,Florida,4
4/1/2013,Idaho,0
4/1/2013,Illinois,26
4/1/2013,Indiana,7
4/1/2013,Kansas,133
4/1/2013,Kentucky,6
4/1/2013,Louisiana,197
4/1/2013,Michigan,21
4/1/2013,Mississippi,69
4/1/2013,Missouri,1
4/1/2013,Montana,82
4/1/2013,Nebraska,7
4/1/2013,Nevada,1
4/1/2013,New Mexico,278
4/1/2013,New York,1
4/1/2013,North Dakota,790
4/1/2013,Ohio,18
4/1/2013,Oklahoma,323
4/1/2013,Pennsylvania,13
4/1/2013,South Dakota,5
4/1/2013,Tennessee,1
4/1/2013,Texas,2422
4/1/2013,U.S. Crude Oil ,7355
4/1/2013,Utah,91
4/1/2013,Virginia,0
4/1/2013,West Virginia,15
4/1/2013,Wyoming,172
5/1/2013,Alabama,28
5/1/2013,Alaska,515
5/1/2013,Arizona,0
5/1/2013,Arkansas,18
5/1/2013,California,548
5/1/2013,Colorado,166
5/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1201
5/1/2013,Federal Offshore Pacific Crude Oil,48
5/1/2013,Florida,5
5/1/2013,Idaho,0
5/1/2013,Illinois,26
5/1/2013,Indiana,6
5/1/2013,Kansas,131
5/1/2013,Kentucky,6
5/1/2013,Louisiana,199
5/1/2013,Michigan,21
5/1/2013,Mississippi,68
5/1/2013,Missouri,1
5/1/2013,Montana,81
5/1/2013,Nebraska,7
5/1/2013,Nevada,1
5/1/2013,New Mexico,281
5/1/2013,New York,1
5/1/2013,North Dakota,807
5/1/2013,Ohio,18
5/1/2013,Oklahoma,330
5/1/2013,Pennsylvania,13
5/1/2013,South Dakota,5
5/1/2013,Tennessee,1
5/1/2013,Texas,2496
5/1/2013,U.S. Crude Oil ,7316
5/1/2013,Utah,94
5/1/2013,Virginia,0
5/1/2013,West Virginia,19
5/1/2013,Wyoming,174
6/1/2013,Alabama,28
6/1/2013,Alaska,486
6/1/2013,Arizona,0
6/1/2013,Arkansas,18
6/1/2013,California,545
6/1/2013,Colorado,169
6/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1122
6/1/2013,Federal Offshore Pacific Crude Oil,50
6/1/2013,Florida,6
6/1/2013,Idaho,0
6/1/2013,Illinois,25
6/1/2013,Indiana,7
6/1/2013,Kansas,128
6/1/2013,Kentucky,7
6/1/2013,Louisiana,201
6/1/2013,Michigan,21
6/1/2013,Mississippi,66
6/1/2013,Missouri,1
6/1/2013,Montana,80
6/1/2013,Nebraska,7
6/1/2013,Nevada,1
6/1/2013,New Mexico,285
6/1/2013,New York,1
6/1/2013,North Dakota,820
6/1/2013,Ohio,18
6/1/2013,Oklahoma,336
6/1/2013,Pennsylvania,13
6/1/2013,South Dakota,5
6/1/2013,Tennessee,1
6/1/2013,Texas,2533
6/1/2013,U.S. Crude Oil ,7268
6/1/2013,Utah,94
6/1/2013,Virginia,0
6/1/2013,West Virginia,23
6/1/2013,Wyoming,175
7/1/2013,Alabama,28
7/1/2013,Alaska,493
7/1/2013,Arizona,0
7/1/2013,Arkansas,18
7/1/2013,California,545
7/1/2013,Colorado,179
7/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1238
7/1/2013,Federal Offshore Pacific Crude Oil,55
7/1/2013,Florida,6
7/1/2013,Idaho,0
7/1/2013,Illinois,27
7/1/2013,Indiana,6
7/1/2013,Kansas,126
7/1/2013,Kentucky,6
7/1/2013,Louisiana,198
7/1/2013,Michigan,21
7/1/2013,Mississippi,67
7/1/2013,Missouri,0
7/1/2013,Montana,82
7/1/2013,Nebraska,7
7/1/2013,Nevada,1
7/1/2013,New Mexico,287
7/1/2013,New York,1
7/1/2013,North Dakota,869
7/1/2013,Ohio,26
7/1/2013,Oklahoma,298
7/1/2013,Pennsylvania,16
7/1/2013,South Dakota,5
7/1/2013,Tennessee,1
7/1/2013,Texas,2584
7/1/2013,U.S. Crude Oil ,7483
7/1/2013,Utah,98
7/1/2013,Virginia,0
7/1/2013,West Virginia,25
7/1/2013,Wyoming,169
8/1/2013,Alabama,29
8/1/2013,Alaska,428
8/1/2013,Arizona,0
8/1/2013,Arkansas,18
8/1/2013,California,548
8/1/2013,Colorado,188
8/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1185
8/1/2013,Federal Offshore Pacific Crude Oil,50
8/1/2013,Florida,6
8/1/2013,Idaho,0
8/1/2013,Illinois,27
8/1/2013,Indiana,7
8/1/2013,Kansas,129
8/1/2013,Kentucky,6
8/1/2013,Louisiana,199
8/1/2013,Michigan,21
8/1/2013,Mississippi,67
8/1/2013,Missouri,1
8/1/2013,Montana,83
8/1/2013,Nebraska,8
8/1/2013,Nevada,1
8/1/2013,New Mexico,291
8/1/2013,New York,1
8/1/2013,North Dakota,908
8/1/2013,Ohio,26
8/1/2013,Oklahoma,361
8/1/2013,Pennsylvania,16
8/1/2013,South Dakota,5
8/1/2013,Tennessee,1
8/1/2013,Texas,2617
8/1/2013,U.S. Crude Oil ,7531
8/1/2013,Utah,101
8/1/2013,Virginia,0
8/1/2013,West Virginia,25
8/1/2013,Wyoming,179
9/1/2013,Alabama,28
9/1/2013,Alaska,511
9/1/2013,Arizona,0
9/1/2013,Arkansas,18
9/1/2013,California,547
9/1/2013,Colorado,189
9/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1319
9/1/2013,Federal Offshore Pacific Crude Oil,51
9/1/2013,Florida,7
9/1/2013,Idaho,0
9/1/2013,Illinois,26
9/1/2013,Indiana,6
9/1/2013,Kansas,128
9/1/2013,Kentucky,6
9/1/2013,Louisiana,197
9/1/2013,Michigan,22
9/1/2013,Mississippi,65
9/1/2013,Missouri,1
9/1/2013,Montana,80
9/1/2013,Nebraska,8
9/1/2013,Nevada,1
9/1/2013,New Mexico,299
9/1/2013,New York,1
9/1/2013,North Dakota,930
9/1/2013,Ohio,26
9/1/2013,Oklahoma,315
9/1/2013,Pennsylvania,16
9/1/2013,South Dakota,5
9/1/2013,Tennessee,1
9/1/2013,Texas,2670
9/1/2013,U.S. Crude Oil ,7784
9/1/2013,Utah,104
9/1/2013,Virginia,0
9/1/2013,West Virginia,22
9/1/2013,Wyoming,181
10/1/2013,Alabama,29
10/1/2013,Alaska,521
10/1/2013,Arizona,0
10/1/2013,Arkansas,18
10/1/2013,California,546
10/1/2013,Colorado,209
10/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1177
10/1/2013,Federal Offshore Pacific Crude Oil,49
10/1/2013,Florida,7
10/1/2013,Idaho,0
10/1/2013,Illinois,26
10/1/2013,Indiana,7
10/1/2013,Kansas,134
10/1/2013,Kentucky,6
10/1/2013,Louisiana,191
10/1/2013,Michigan,21
10/1/2013,Mississippi,65
10/1/2013,Missouri,1
10/1/2013,Montana,80
10/1/2013,Nebraska,9
10/1/2013,Nevada,1
10/1/2013,New Mexico,301
10/1/2013,New York,1
10/1/2013,North Dakota,941
10/1/2013,Ohio,28
10/1/2013,Oklahoma,315
10/1/2013,Pennsylvania,16
10/1/2013,South Dakota,5
10/1/2013,Tennessee,1
10/1/2013,Texas,2691
10/1/2013,U.S. Crude Oil ,7699
10/1/2013,Utah,105
10/1/2013,Virginia,0
10/1/2013,West Virginia,21
10/1/2013,Wyoming,179
11/1/2013,Alabama,29
11/1/2013,Alaska,536
11/1/2013,Arizona,0
11/1/2013,Arkansas,18
11/1/2013,California,552
11/1/2013,Colorado,215
11/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1303
11/1/2013,Federal Offshore Pacific Crude Oil,51
11/1/2013,Florida,7
11/1/2013,Idaho,0
11/1/2013,Illinois,26
11/1/2013,Indiana,7
11/1/2013,Kansas,128
11/1/2013,Kentucky,6
11/1/2013,Louisiana,194
11/1/2013,Michigan,0
11/1/2013,Mississippi,65
11/1/2013,Missouri,1
11/1/2013,Montana,81
11/1/2013,Nebraska,10
11/1/2013,Nevada,1
11/1/2013,New Mexico,286
11/1/2013,New York,1
11/1/2013,North Dakota,974
11/1/2013,Ohio,28
11/1/2013,Oklahoma,326
11/1/2013,Pennsylvania,16
11/1/2013,South Dakota,5
11/1/2013,Tennessee,1
11/1/2013,Texas,2695
11/1/2013,U.S. Crude Oil ,7873
11/1/2013,Utah,105
11/1/2013,Virginia,0
11/1/2013,West Virginia,24
11/1/2013,Wyoming,185
12/1/2013,Alabama,28
12/1/2013,Alaska,546
12/1/2013,Arizona,0
12/1/2013,Arkansas,19
12/1/2013,California,546
12/1/2013,Colorado,209
12/1/2013,Federal Offshore Gulf of Mexico Crude Oil,1285
12/1/2013,Federal Offshore Pacific Crude Oil,52
12/1/2013,Florida,6
12/1/2013,Idaho,0
12/1/2013,Illinois,26
12/1/2013,Indiana,6
12/1/2013,Kansas,126
12/1/2013,Kentucky,6
12/1/2013,Louisiana,192
12/1/2013,Michigan,21
12/1/2013,Mississippi,65
12/1/2013,Missouri,1
12/1/2013,Montana,77
12/1/2013,Nebraska,10
12/1/2013,Nevada,1
12/1/2013,New Mexico,299
12/1/2013,New York,1
12/1/2013,North Dakota,927
12/1/2013,Ohio,28
12/1/2013,Oklahoma,323
12/1/2013,Pennsylvania,16
12/1/2013,South Dakota,5
12/1/2013,Tennessee,1
12/1/2013,Texas,2780
12/1/2013,U.S. Crude Oil ,7899
12/1/2013,Utah,99
12/1/2013,Virginia,0
12/1/2013,West Virginia,24
12/1/2013,Wyoming,174
1/1/2014,Alabama,26
1/1/2014,Alaska,542
1/1/2014,Arizona,0
1/1/2014,Arkansas,18
1/1/2014,California,553
1/1/2014,Colorado,211
1/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1304
1/1/2014,Federal Offshore Pacific Crude Oil,52
1/1/2014,Florida,6
1/1/2014,Idaho,0
1/1/2014,Illinois,23
1/1/2014,Indiana,5
1/1/2014,Kansas,138
1/1/2014,Kentucky,6
1/1/2014,Louisiana,185
1/1/2014,Michigan,22
1/1/2014,Mississippi,62
1/1/2014,Missouri,0
1/1/2014,Montana,78
1/1/2014,Nebraska,10
1/1/2014,Nevada,1
1/1/2014,New Mexico,307
1/1/2014,New York,1
1/1/2014,North Dakota,935
1/1/2014,Ohio,33
1/1/2014,Oklahoma,359
1/1/2014,Pennsylvania,18
1/1/2014,South Dakota,5
1/1/2014,Tennessee,1
1/1/2014,Texas,2843
1/1/2014,U.S. Crude Oil ,8051
1/1/2014,Utah,103
1/1/2014,Virginia,0
1/1/2014,West Virginia,22
1/1/2014,Wyoming,182
2/1/2014,Alabama,28
2/1/2014,Alaska,515
2/1/2014,Arizona,0
2/1/2014,Arkansas,18
2/1/2014,California,552
2/1/2014,Colorado,215
2/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1331
2/1/2014,Federal Offshore Pacific Crude Oil,51
2/1/2014,Florida,6
2/1/2014,Idaho,0
2/1/2014,Illinois,23
2/1/2014,Indiana,6
2/1/2014,Kansas,127
2/1/2014,Kentucky,7
2/1/2014,Louisiana,189
2/1/2014,Michigan,23
2/1/2014,Mississippi,64
2/1/2014,Missouri,1
2/1/2014,Montana,80
2/1/2014,Nebraska,10
2/1/2014,Nevada,1
2/1/2014,New Mexico,319
2/1/2014,New York,1
2/1/2014,North Dakota,947
2/1/2014,Ohio,33
2/1/2014,Oklahoma,353
2/1/2014,Pennsylvania,18
2/1/2014,South Dakota,5
2/1/2014,Tennessee,1
2/1/2014,Texas,2899
2/1/2014,U.S. Crude Oil ,8136
2/1/2014,Utah,106
2/1/2014,Virginia,0
2/1/2014,West Virginia,24
2/1/2014,Wyoming,184
3/1/2014,Alabama,27
3/1/2014,Alaska,530
3/1/2014,Arizona,0
3/1/2014,Arkansas,19
3/1/2014,California,552
3/1/2014,Colorado,232
3/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1322
3/1/2014,Federal Offshore Pacific Crude Oil,42
3/1/2014,Florida,6
3/1/2014,Idaho,0
3/1/2014,Illinois,25
3/1/2014,Indiana,6
3/1/2014,Kansas,132
3/1/2014,Kentucky,6
3/1/2014,Louisiana,193
3/1/2014,Michigan,20
3/1/2014,Mississippi,64
3/1/2014,Missouri,1
3/1/2014,Montana,79
3/1/2014,Nebraska,8
3/1/2014,Nevada,1
3/1/2014,New Mexico,323
3/1/2014,New York,1
3/1/2014,North Dakota,971
3/1/2014,Ohio,33
3/1/2014,Oklahoma,372
3/1/2014,Pennsylvania,18
3/1/2014,South Dakota,5
3/1/2014,Tennessee,1
3/1/2014,Texas,2961
3/1/2014,U.S. Crude Oil ,8274
3/1/2014,Utah,108
3/1/2014,Virginia,0
3/1/2014,West Virginia,24
3/1/2014,Wyoming,192
4/1/2014,Alabama,26
4/1/2014,Alaska,537
4/1/2014,Arizona,0
4/1/2014,Arkansas,18
4/1/2014,California,559
4/1/2014,Colorado,238
4/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1425
4/1/2014,Federal Offshore Pacific Crude Oil,48
4/1/2014,Florida,6
4/1/2014,Idaho,0
4/1/2014,Illinois,27
4/1/2014,Indiana,6
4/1/2014,Kansas,136
4/1/2014,Kentucky,7
4/1/2014,Louisiana,190
4/1/2014,Michigan,23
4/1/2014,Mississippi,64
4/1/2014,Missouri,1
4/1/2014,Montana,81
4/1/2014,Nebraska,8
4/1/2014,Nevada,1
4/1/2014,New Mexico,332
4/1/2014,New York,1
4/1/2014,North Dakota,999
4/1/2014,Ohio,38
4/1/2014,Oklahoma,398
4/1/2014,Pennsylvania,18
4/1/2014,South Dakota,5
4/1/2014,Tennessee,1
4/1/2014,Texas,3050
4/1/2014,U.S. Crude Oil ,8573
4/1/2014,Utah,113
4/1/2014,Virginia,0
4/1/2014,West Virginia,22
4/1/2014,Wyoming,196
5/1/2014,Alabama,27
5/1/2014,Alaska,524
5/1/2014,Arizona,0
5/1/2014,Arkansas,18
5/1/2014,California,562
5/1/2014,Colorado,253
5/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1413
5/1/2014,Federal Offshore Pacific Crude Oil,52
5/1/2014,Florida,6
5/1/2014,Idaho,0
5/1/2014,Illinois,26
5/1/2014,Indiana,7
5/1/2014,Kansas,137
5/1/2014,Kentucky,7
5/1/2014,Louisiana,194
5/1/2014,Michigan,21
5/1/2014,Mississippi,64
5/1/2014,Missouri,1
5/1/2014,Montana,79
5/1/2014,Nebraska,8
5/1/2014,Nevada,1
5/1/2014,New Mexico,334
5/1/2014,New York,1
5/1/2014,North Dakota,1034
5/1/2014,Ohio,38
5/1/2014,Oklahoma,374
5/1/2014,Pennsylvania,18
5/1/2014,South Dakota,5
5/1/2014,Tennessee,1
5/1/2014,Texas,3071
5/1/2014,U.S. Crude Oil ,8612
5/1/2014,Utah,113
5/1/2014,Virginia,0
5/1/2014,West Virginia,24
5/1/2014,Wyoming,201
6/1/2014,Alabama,27
6/1/2014,Alaska,485
6/1/2014,Arizona,0
6/1/2014,Arkansas,19
6/1/2014,California,558
6/1/2014,Colorado,263
6/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1412
6/1/2014,Federal Offshore Pacific Crude Oil,52
6/1/2014,Florida,7
6/1/2014,Idaho,0
6/1/2014,Illinois,26
6/1/2014,Indiana,7
6/1/2014,Kansas,131
6/1/2014,Kentucky,7
6/1/2014,Louisiana,194
6/1/2014,Michigan,21
6/1/2014,Mississippi,64
6/1/2014,Missouri,1
6/1/2014,Montana,81
6/1/2014,Nebraska,8
6/1/2014,Nevada,1
6/1/2014,New Mexico,332
6/1/2014,New York,1
6/1/2014,North Dakota,1086
6/1/2014,Ohio,38
6/1/2014,Oklahoma,381
6/1/2014,Pennsylvania,18
6/1/2014,South Dakota,5
6/1/2014,Tennessee,1
6/1/2014,Texas,3145
6/1/2014,U.S. Crude Oil ,8718
6/1/2014,Utah,115
6/1/2014,Virginia,0
6/1/2014,West Virginia,24
6/1/2014,Wyoming,209
7/1/2014,Alabama,26
7/1/2014,Alaska,422
7/1/2014,Arizona,0
7/1/2014,Arkansas,19
7/1/2014,California,559
7/1/2014,Colorado,271
7/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1428
7/1/2014,Federal Offshore Pacific Crude Oil,53
7/1/2014,Florida,6
7/1/2014,Idaho,0
7/1/2014,Illinois,27
7/1/2014,Indiana,7
7/1/2014,Kansas,137
7/1/2014,Kentucky,7
7/1/2014,Louisiana,187
7/1/2014,Michigan,19
7/1/2014,Mississippi,66
7/1/2014,Missouri,1
7/1/2014,Montana,83
7/1/2014,Nebraska,8
7/1/2014,Nevada,1
7/1/2014,New Mexico,346
7/1/2014,New York,1
7/1/2014,North Dakota,1108
7/1/2014,Ohio,44
7/1/2014,Oklahoma,368
7/1/2014,Pennsylvania,19
7/1/2014,South Dakota,5
7/1/2014,Tennessee,1
7/1/2014,Texas,3216
7/1/2014,U.S. Crude Oil ,8782
7/1/2014,Utah,113
7/1/2014,Virginia,0
7/1/2014,West Virginia,26
7/1/2014,Wyoming,208
8/1/2014,Alabama,25
8/1/2014,Alaska,398
8/1/2014,Arizona,0
8/1/2014,Arkansas,19
8/1/2014,California,567
8/1/2014,Colorado,281
8/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1435
8/1/2014,Federal Offshore Pacific Crude Oil,54
8/1/2014,Florida,6
8/1/2014,Idaho,0
8/1/2014,Illinois,27
8/1/2014,Indiana,7
8/1/2014,Kansas,136
8/1/2014,Kentucky,7
8/1/2014,Louisiana,189
8/1/2014,Michigan,20
8/1/2014,Mississippi,66
8/1/2014,Missouri,0
8/1/2014,Montana,83
8/1/2014,Nebraska,8
8/1/2014,Nevada,1
8/1/2014,New Mexico,348
8/1/2014,New York,1
8/1/2014,North Dakota,1127
8/1/2014,Ohio,44
8/1/2014,Oklahoma,385
8/1/2014,Pennsylvania,19
8/1/2014,South Dakota,5
8/1/2014,Tennessee,1
8/1/2014,Texas,3269
8/1/2014,U.S. Crude Oil ,8886
8/1/2014,Utah,114
8/1/2014,Virginia,0
8/1/2014,West Virginia,29
8/1/2014,Wyoming,215
9/1/2014,Alabama,27
9/1/2014,Alaska,477
9/1/2014,Arizona,0
9/1/2014,Arkansas,19
9/1/2014,California,568
9/1/2014,Colorado,278
9/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1422
9/1/2014,Federal Offshore Pacific Crude Oil,51
9/1/2014,Florida,6
9/1/2014,Idaho,0
9/1/2014,Illinois,27
9/1/2014,Indiana,8
9/1/2014,Kansas,140
9/1/2014,Kentucky,8
9/1/2014,Louisiana,191
9/1/2014,Michigan,20
9/1/2014,Mississippi,68
9/1/2014,Missouri,1
9/1/2014,Montana,84
9/1/2014,Nebraska,7
9/1/2014,Nevada,1
9/1/2014,New Mexico,339
9/1/2014,New York,1
9/1/2014,North Dakota,1178
9/1/2014,Ohio,44
9/1/2014,Oklahoma,400
9/1/2014,Pennsylvania,19
9/1/2014,South Dakota,5
9/1/2014,Tennessee,1
9/1/2014,Texas,3278
9/1/2014,U.S. Crude Oil ,9041
9/1/2014,Utah,116
9/1/2014,Virginia,0
9/1/2014,West Virginia,34
9/1/2014,Wyoming,222
10/1/2014,Alabama,27
10/1/2014,Alaska,500
10/1/2014,Arizona,0
10/1/2014,Arkansas,19
10/1/2014,California,568
10/1/2014,Colorado,291
10/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1428
10/1/2014,Federal Offshore Pacific Crude Oil,50
10/1/2014,Florida,6
10/1/2014,Idaho,0
10/1/2014,Illinois,28
10/1/2014,Indiana,8
10/1/2014,Kansas,143
10/1/2014,Kentucky,8
10/1/2014,Louisiana,191
10/1/2014,Michigan,19
10/1/2014,Mississippi,72
10/1/2014,Missouri,1
10/1/2014,Montana,84
10/1/2014,Nebraska,8
10/1/2014,Nevada,1
10/1/2014,New Mexico,371
10/1/2014,New York,1
10/1/2014,North Dakota,1176
10/1/2014,Ohio,50
10/1/2014,Oklahoma,416
10/1/2014,Pennsylvania,19
10/1/2014,South Dakota,5
10/1/2014,Tennessee,1
10/1/2014,Texas,3348
10/1/2014,U.S. Crude Oil ,9221
10/1/2014,Utah,116
10/1/2014,Virginia,0
10/1/2014,West Virginia,34
10/1/2014,Wyoming,232
11/1/2014,Alabama,28
11/1/2014,Alaska,513
11/1/2014,Arizona,0
11/1/2014,Arkansas,19
11/1/2014,California,569
11/1/2014,Colorado,295
11/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1389
11/1/2014,Federal Offshore Pacific Crude Oil,51
11/1/2014,Florida,6
11/1/2014,Idaho,0
11/1/2014,Illinois,26
11/1/2014,Indiana,7
11/1/2014,Kansas,136
11/1/2014,Kentucky,7
11/1/2014,Louisiana,186
11/1/2014,Michigan,21
11/1/2014,Mississippi,72
11/1/2014,Missouri,0
11/1/2014,Montana,85
11/1/2014,Nebraska,9
11/1/2014,Nevada,1
11/1/2014,New Mexico,376
11/1/2014,New York,1
11/1/2014,North Dakota,1181
11/1/2014,Ohio,50
11/1/2014,Oklahoma,435
11/1/2014,Pennsylvania,19
